URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,CensusAreaStatisticWard (name),MSOA (name),LSOA (name),InspectorateName (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,QABName (code),QABName (name),EstablishmentAccredited (code),EstablishmentAccredited (name),QABReport,CHNumber,MSOA (code),LSOA (code)
402398,680,Newport,7004,Ysgol Bryn Derw,30,Welsh establishment,6,Welsh schools,1,Open,99,,01-09-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10065264,,,,0,Not applicable,01-08-2018,Melfort Road,,,Newport,,NP20 3FP,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000022,Newport,W05000838,Gaer,W07000056,Newport West,C1,(England/Wales) Urban city and town,W06000022,,,,Newport 017,Newport 017B,,,,,,999,,,,,,,,0,Not applicable,0,Not applicable,,,W02000363,W01001630
402399,680,Newport,2328,Jubilee Park Primary School,30,Welsh establishment,6,Welsh schools,1,Open,99,,01-09-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10065265,,,,0,Not applicable,09-12-2019,Rogerstone,,,Newport,,NP10 9YX,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000022,Newport,W05000847,Rogerstone,W07000056,Newport West,C1,(England/Wales) Urban city and town,W06000022,,,,Newport 016,Newport 016D,,,,,,999,,,,,,100101046949,,0,Not applicable,0,Not applicable,,,W02000362,W01001671
402400,680,Newport,2327,Tredegar Park Primary School,30,Welsh establishment,6,Welsh schools,1,Open,1,Result of Amalgamation,01-09-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10065266,,,,0,Not applicable,09-12-2019,Partridge Way,,,Newport,,NP10 8WP,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000022,Newport,W05000851,Tredegar Park,W07000056,Newport West,C1,(England/Wales) Urban city and town,W06000022,,,,Newport 019,Newport 019D,,,,,,999,,,,,,10093295632,,0,Not applicable,0,Not applicable,,,W02000365,W01001689
402401,680,Newport,2329,Milton Primary School,30,Welsh establishment,6,Welsh schools,1,Open,1,Result of Amalgamation,01-09-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10065267,,,,0,Not applicable,09-12-2019,Hendre Farm Drive,,,Newport,,NP19 9HB,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000022,Newport,W05000846,Ringland,W07000055,Newport East,C1,(England/Wales) Urban city and town,W06000022,,,,Newport 010,Newport 010A,,,,,,999,,,,,,10093296179,,0,Not applicable,0,Not applicable,,,W02000356,W01001664
402402,680,Newport,3002,Malpas Church In Wales Primary School,30,Welsh establishment,6,Welsh schools,1,Open,1,Result of Amalgamation,01-09-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10065268,,,,0,Not applicable,09-12-2019,Yewberry Close,Malpas,,Newport,,NP20 6WJ,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000022,Newport,W05000843,Malpas,W07000056,Newport West,C1,(England/Wales) Urban city and town,W06000022,,,,Newport 002,Newport 002E,,,,,,999,,,,,,10093296178,,0,Not applicable,0,Not applicable,,,W02000348,W01001655
402403,668,Pembrokeshire,3060,Penrhyn Church in Wales Voluntary Controlled School,30,Welsh establishment,6,Welsh schools,1,Open,1,Result of Amalgamation,01-09-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,30-11-2019,,Hundleton,,Pembroke,Pembrokeshire (Sir Benfro),SA71 5RD,,1646621813,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000009,Pembrokeshire,W05000414,Hundleton,W07000066,Carmarthen West and South Pembrokeshire,E1,(England/Wales) Rural village,W06000009,,,,Pembrokeshire 015,Pembrokeshire 015A,,,,,,999,,,,,United Kingdom,10023953845,,0,Not applicable,0,Not applicable,,,W02000140,W01000574
402404,668,Pembrokeshire,3061,Gelliswick Church in Wales Voluntary Controlled Primary School,30,Welsh establishment,6,Welsh schools,1,Open,1,Result of Amalgamation,01-09-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,30-11-2019,Gelliswick Road,Hakin,,Milford Haven,Pembrokeshire (Sir Benfro),SA73 3RS,,1646694852,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000009,Pembrokeshire,W05000429,Milford: Hubberston,W07000065,Preseli Pembrokeshire,C1,(England/Wales) Urban city and town,W06000009,,,,Pembrokeshire 012,Pembrokeshire 012D,,,,,,999,,,,,United Kingdom,200003258749,,0,Not applicable,0,Not applicable,,,W02000137,W01000592
402405,660,Isle of Anglesey,2227,Ysgol Rhyd y Llan,30,Welsh establishment,6,Welsh schools,1,Open,1,Result of Amalgamation,01-09-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,01-08-2018,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),9999,,999999,,999,,99,,W06000001,,,,,,,,,,,999,,,,,,,,0,Not applicable,0,Not applicable,,,999999999,999999999
402406,660,Isle of Anglesey,3036,Ysgol Cybi,30,Welsh establishment,6,Welsh schools,1,Open,1,Result of Amalgamation,01-09-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,01-08-2018,Garreglwyd Road,,,Caergybi,Isle of Anglesey (Ynys Mon),LL65 1NS,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000001,Isle of Anglesey,W05000991,Ynys Gybi,W07000041,Ynys Môn,C2,(England/Wales) Urban city and town in a sparse setting,W06000001,,,,Isle of Anglesey 003,Isle of Anglesey 003D,,,,,,999,,,,,United Kingdom,200001650768,,0,Not applicable,0,Not applicable,,,W02000003,W01000030
402407,661,Gwynedd,6034,Bangor Independent School,30,Welsh establishment,6,Welsh schools,1,Open,99,,18-08-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,01-08-2018,The Old Canonry,Ffordd Gwynedd,,Bangor,,LL57 1DT,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000002,Gwynedd,W05000059,Deiniol,W07000057,Arfon,C1,(England/Wales) Urban city and town,W06000002,258185,372145,,Gwynedd 001,Gwynedd 001A,,,,,,999,,,,,United Kingdom,10070349184,,0,Not applicable,0,Not applicable,,,W02000010,W01000062
402408,666,Powys,3051,Welshpool Church in Wales Primary School,30,Welsh establishment,6,Welsh schools,1,Open,99,,01-09-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,01-08-2018,Severn Road,,,Welshpool,,SY21 7SU,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000023,Powys,W05000351,Welshpool Castle,W07000063,Montgomeryshire,D2,(England/Wales) Rural town and fringe in a sparse setting,W06000023,322588,307160,,Powys 003,Powys 003A,,,,,,999,,,,,United Kingdom,10011760785,,0,Not applicable,0,Not applicable,,,W02000099,W01000498
402409,666,Powys,2154,Ysgol Gymraeg y Trallwng,30,Welsh establishment,6,Welsh schools,1,Open,99,,01-09-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,01-08-2018,Red Bank,,,Welshpool,,SY21 0BB,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000023,Powys,W05000317,Llanfair Caereinion,W07000063,Montgomeryshire,E2,(England/Wales) Rural village in a sparse setting,W06000023,310058,306125,,Powys 006,Powys 006B,,,,,,999,,,,,United Kingdom,10011763847,,0,Not applicable,0,Not applicable,,,W02000102,W01000460
402410,666,Powys,2153,Ysgol y Mynydd Du,30,Welsh establishment,6,Welsh schools,1,Open,1,Result of Amalgamation,01-09-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,08-10-2018,School Road,,,Talgarth,Powys,LD3 0DQ,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000023,Powys,W05000347,Talgarth,W07000068,Brecon and Radnorshire,D2,(England/Wales) Rural town and fringe in a sparse setting,W06000023,315644,233810,,Powys 015,Powys 015E,,,,,,999,,,,,United Kingdom,10091467224,,0,Not applicable,0,Not applicable,,,W02000111,W01000494
402411,661,Gwynedd,5500,Ysgol Bro Idris,30,Welsh establishment,6,Welsh schools,1,Open,1,Result of Amalgamation,01-09-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10065763,,,,0,Not applicable,01-08-2018,,,,Dolgellau,,LL40 1HY,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000002,Gwynedd,W05000065,Dolgellau South,W07000061,Dwyfor Meirionnydd,D2,(England/Wales) Rural town and fringe in a sparse setting,W06000002,273194,317630,,Gwynedd 016,Gwynedd 016E,,,,,,999,,,,,United Kingdom,200003181906,,0,Not applicable,0,Not applicable,,,W02000025,W01000068
402412,669,Carmarthenshire,2396,Ysgol Gymraeg Llangennech,30,Welsh establishment,6,Welsh schools,1,Open,1,Result of Amalgamation,01-09-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,01-08-2018,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),9999,,999999,,999,,99,,W06000010,,,,,,,,,,,999,,,,,,,,0,Not applicable,0,Not applicable,,,999999999,999999999
402413,670,Swansea,6028,T? Dan Y Coed,30,Welsh establishment,6,Welsh schools,1,Open,99,,06-11-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,01-08-2018,Huntington Close,,,Swansea,,SA3 5AL,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000011,Swansea,W05000550,West Cross,W07000046,Gower,C1,(England/Wales) Urban city and town,W06000011,261501,189881,,Swansea 029,Swansea 029C,,,,,,999,,,,,United Kingdom,100101008182,,0,Not applicable,0,Not applicable,,,W02000196,W01000881
402414,671,Neath Port Talbot,2241,Ysgol Carreg Hir,30,Welsh establishment,6,Welsh schools,1,Open,1,Result of Amalgamation,01-09-2018,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,6,None,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,08-10-2018,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),9999,,999999,,999,,99,,W06000012,,,,,,,,,,,999,,,,,,,,0,Not applicable,0,Not applicable,,,999999999,999999999
402415,677,Blaenau Gwent,7012,River Centre 3-16 Learning Community,30,Welsh establishment,6,Welsh schools,1,Open,99,,01-01-2018,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10066509,,,,0,Not applicable,08-01-2018,Pontygof,,,Ebbw Vale,Blaenau Gwent,NP23 5AZ,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000019,Blaenau Gwent,W05000942,Ebbw Vale North,W07000072,Blaenau Gwent,C1,(England/Wales) Urban city and town,W06000019,316866,210082,,Blaenau Gwent 004,Blaenau Gwent 004C,,,,,,999,,,,,United Kingdom,10014119709,,0,Not applicable,0,Not applicable,,,W02000317,W01001456
402416,671,Neath Port Talbot,5502,Ysgol Cwm Brombil,30,Welsh establishment,6,Welsh schools,1,Open,99,,01-09-2018,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10082527,,,,0,Not applicable,20-07-2020,Bertha Road,Margam,,Port Talbot,,SA13 2AN,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000012,Neath Port Talbot,W05001030,Margam,W07000049,Aberavon,C1,(England/Wales) Urban city and town,W06000012,278742,187405,,Neath Port Talbot 019,Neath Port Talbot 019B,,,,,,999,,,,,United Kingdom,100101064131,,0,Not applicable,0,Not applicable,,,W02000217,W01000933
402417,676,Caerphilly,5500,Idris Davies School 3 to 18,30,Welsh establishment,6,Welsh schools,1,Open,6,New Provision,01-01-2018,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10066699,,,,0,Not applicable,29-01-2018,Mill Field,,Abertysswg,Rhymney,,NP22 5XF,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000018,Caerphilly,W05000734,Moriah,W07000071,Merthyr Tydfil and Rhymney,D1,(England/Wales) Rural town and fringe,W06000018,312146,205934,,Caerphilly 001,Caerphilly 001C,,,,,,999,,,,,United Kingdom,43037306,,0,Not applicable,0,Not applicable,,,W02000290,W01001376
402418,674,Rhondda Cynon Taf,2387,Cwmaman Primary,30,Welsh establishment,6,Welsh schools,1,Open,6,New Provision,01-09-2018,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,6,None,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,01-09-2018,Glanaman Road,,,Aberdare,,CF44 6LA,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000016,Rhondda Cynon Taf,W05001017,Aberaman South,W07000070,Cynon Valley,C1,(England/Wales) Urban city and town,W06000016,299601,199568,,Rhondda Cynon Taf 005,Rhondda Cynon Taf 005E,,,,,,999,,,,,United Kingdom,200002936907,,0,Not applicable,0,Not applicable,,,W02000256,W01001141
402419,674,Rhondda Cynon Taf,5501,Porth Community School,30,Welsh establishment,6,Welsh schools,1,Open,6,New Provision,01-09-2018,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,6,None,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10082403,,,,0,Not applicable,20-07-2020,Cemetery Road,,,Porth,,CF39 0BS,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000016,Rhondda Cynon Taf,W05000687,Porth,W07000052,Rhondda,C1,(England/Wales) Urban city and town,W06000016,301896,191836,,Rhondda Cynon Taf 017,Rhondda Cynon Taf 017C,,,,,,999,,,,,United Kingdom,100101050540,,0,Not applicable,0,Not applicable,,,W02000268,W01001230
402420,674,Rhondda Cynon Taf,5502,Ysgol Nantgwyn,30,Welsh establishment,6,Welsh schools,1,Open,6,New Provision,01-09-2018,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,6,None,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10082519,,,,0,Not applicable,20-07-2020,Llewellyn Street,,,Tonypandy,,CF40 1HQ,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000016,Rhondda Cynon Taf,W05000683,Pen-y-graig,W07000052,Rhondda,C1,(England/Wales) Urban city and town,W06000016,299304,191777,,Rhondda Cynon Taf 018,Rhondda Cynon Taf 018B,,,,,,999,,,,,United Kingdom,100101050795,,0,Not applicable,0,Not applicable,,,W02000269,W01001218
402421,674,Rhondda Cynon Taf,5503,Tonyrefail Community School,30,Welsh establishment,6,Welsh schools,1,Open,6,New Provision,01-09-2018,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,6,None,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10081640,,,,0,Not applicable,20-07-2020,Gilfach Road,,Tonyrefail,Porth,,CF39 8HG,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000016,Rhondda Cynon Taf,W05000696,Tonyrefail West,W07000075,Pontypridd,D1,(England/Wales) Rural town and fringe,W06000016,300242,187968,,Rhondda Cynon Taf 023,Rhondda Cynon Taf 023E,,,,,,999,,,,,United Kingdom,100101050560,,0,Not applicable,0,Not applicable,,,W02000274,W01001255
402422,673,Vale of Glamorgan,4068,Whitmore High School,30,Welsh establishment,6,Welsh schools,1,Open,99,,01-09-2018,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10066858,,,,0,Not applicable,01-09-2018,Port Road West,,,Barry,,CF62 8ZJ,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000014,Vale of Glamorgan,W05000642,Illtyd,W07000078,Vale of Glamorgan,C1,(England/Wales) Urban city and town,W06000014,310539,169253,,The Vale of Glamorgan 010,The Vale of Glamorgan 010D,,,,,,999,,,,,United Kingdom,64026707,,0,Not applicable,0,Not applicable,,,W02000246,W01001103
402423,673,Vale of Glamorgan,4069,Pencoedtre High School,30,Welsh establishment,6,Welsh schools,1,Open,99,,01-09-2018,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10066859,,,,0,Not applicable,01-09-2018,Merthyr Dyfan Road,,,Barry,,CF62 9YQ,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000014,Vale of Glamorgan,W05000641,Gibbonsdown,W07000078,Vale of Glamorgan,C1,(England/Wales) Urban city and town,W06000014,311985,170281,,The Vale of Glamorgan 007,The Vale of Glamorgan 007F,,,,,,999,,,,,United Kingdom,64033631,,0,Not applicable,0,Not applicable,,,W02000243,W01001097
402425,668,Pembrokeshire,6021,Ysgol Dail Pren,30,Welsh establishment,6,Welsh schools,2,Closed,99,,27-02-2018,2,Closure,02-07-2018,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,03-07-2018,Nevern Village Hall,Nevern,,Newport,,SA42 0NB,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000009,Pembrokeshire,W05000448,St. Dogmaels,W07000065,Preseli Pembrokeshire,F2,(England/Wales) Rural hamlet and isolated dwellings in a sparse setting,W06000009,208280,239781,,Pembrokeshire 001,Pembrokeshire 001E,,,,,,999,,,,,United Kingdom,10009880941,,0,Not applicable,0,Not applicable,,,W02000126,W01000613
402426,681,Cardiff,6102,ACT Schools,30,Welsh establishment,6,Welsh schools,1,Open,99,,06-04-2018,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,09-04-2018,Ocean Park House,East Tyndall Street,,Cardiff,,CF24 5ET,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000015,Cardiff,W05000879,Splott,W07000080,Cardiff South and Penarth,C1,(England/Wales) Urban city and town,W06000015,319652,176158,,Cardiff 038,Cardiff 038D,,,,,,999,,,,,United Kingdom,10002515174,,0,Not applicable,0,Not applicable,,,W02000404,W01001874
402427,668,Pembrokeshire,6022,Redhill High School,30,Welsh establishment,6,Welsh schools,1,Open,6,New Provision,24-04-2018,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10086019,,,,0,Not applicable,20-07-2020,Clynderwen House,,,Clunderwen,,SA66 7PN,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000009,Pembrokeshire,W05000422,Maenclochog,W07000065,Preseli Pembrokeshire,F2,(England/Wales) Rural hamlet and isolated dwellings in a sparse setting,W06000009,213124,219967,,Pembrokeshire 004,Pembrokeshire 004B,,,,,,999,,,,,United Kingdom,10009896405,,0,Not applicable,0,Not applicable,,,W02000129,W01000583
402428,681,Cardiff,6103,Al-Falah Academy,30,Welsh establishment,6,Welsh schools,2,Closed,99,,31-05-2018,2,Closure,05-08-2020,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,13-08-2020,26 Wells Street,,,Cardiff,,CF11 6DX,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000015,Cardiff,W05000877,Riverside,W07000079,Cardiff West,C1,(England/Wales) Urban city and town,W06000015,317021,176225,,Cardiff 042,Cardiff 042A,,,,,,999,,,,,United Kingdom,100100891016,,0,Not applicable,0,Not applicable,,,W02000408,W01001855
402429,680,Newport,6006,Catch22 Include Wales,30,Welsh establishment,6,Welsh schools,1,Open,99,,31-05-2018,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,05-12-2018,St Patrick's Rc Church Hall,Cromwell Road,,Newport,,NP19 0HS,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000022,Newport,W05000841,Liswerry,W07000055,Newport East,C1,(England/Wales) Urban city and town,W06000022,333114,187564,,Newport 013,Newport 013B,,,,,,676,Caerphilly,6090,,,United Kingdom,100100969925,,0,Not applicable,0,Not applicable,,,W02000359,W01001643
