LA,Ofsted URN,URN
North Tyneside,EY293118,628658
North Tyneside,EY376012,628659
North Tyneside,310090,628667
North Tyneside,309906,628668
North Tyneside,309951,628669
North Tyneside,EY383908,628670
North Tyneside,EY462421,628678
North Tyneside,EY314338,628679
North Tyneside,EY315316,628681
North Tyneside,EY295111,628682
North Tyneside,2737267,628697
North Tyneside,EY539065,628703
North Tyneside,EY449032,628704
North Tyneside,EY493785,628706
North Tyneside,EY429360,628707
North Tyneside,EY501676,628709
North Tyneside,EY252649,628714
North Tyneside,EY412071,628722
South Tyneside,EY388064,628751
South Tyneside,EY312487,628753
South Tyneside,312513,628755
South Tyneside,EY501248,628756
South Tyneside,EY394365,628764
South Tyneside,EY270793,628774
South Tyneside,EY478810,628778
South Tyneside,EY312502,628779
Sunderland,EY446139,628807
Sunderland,EY235032,628811
Sunderland,EY300121,628816
