LA,Ofsted URN,URN
Bracknell Forest,EY451325,653938
Bracknell Forest,EY371855,653940
Bracknell Forest,EY388308,653941
Bracknell Forest,520904,653943
Bracknell Forest,EY562387,653950
Bracknell Forest,2520969,653953
Bracknell Forest,EY457931,653956
Bracknell Forest,653961,653961
Bracknell Forest,653963,653963
Bracknell Forest,2550728,653967
Bracknell Forest,EY398592,653970
Bracknell Forest,2604489,653972
Bracknell Forest,2575555,653973
Bracknell Forest,EY373678,653976
Bracknell Forest,EY419001,653985
Bracknell Forest,2733463,653992
Bracknell Forest,2753875,653997
Windsor and Maidenhead,EY464464,654036
Windsor and Maidenhead,EY346435,654039
Windsor and Maidenhead,EY378146,654044
Windsor and Maidenhead,108292,654045
Windsor and Maidenhead,108206,654055
Windsor and Maidenhead,EY264224,654065
Windsor and Maidenhead,EY439236,654073
Windsor and Maidenhead,EY432612,654078
Windsor and Maidenhead,108223,654085
Windsor and Maidenhead,EY221855,654087
Windsor and Maidenhead,148836,654088
Windsor and Maidenhead,EY546996,654089
Windsor and Maidenhead,EY379625,654090
Windsor and Maidenhead,EY501069,654094
Windsor and Maidenhead,EY483839,654095
Windsor and Maidenhead,108091,654096
Windsor and Maidenhead,148810,654097
Windsor and Maidenhead,EY381203,654098
Windsor and Maidenhead,EY495398,654100
Windsor and Maidenhead,EY305955,654112
Windsor and Maidenhead,EY414697,654119
Windsor and Maidenhead,EY469437,654123
Windsor and Maidenhead,EY542547,654124
Windsor and Maidenhead,EY392034,654130
Windsor and Maidenhead,EY538701,654131
Windsor and Maidenhead,EY446259,654132
Windsor and Maidenhead,EY417176,654148
Windsor and Maidenhead,EY418554,654152
Windsor and Maidenhead,2543937,654154
Windsor and Maidenhead,2526722,654161
Windsor and Maidenhead,108347,654163
Windsor and Maidenhead,2609803,654166
Windsor and Maidenhead,2605722,654169
Windsor and Maidenhead,CA000038,654170
Windsor and Maidenhead,2652772,654171
Windsor and Maidenhead,2674702,654178
Windsor and Maidenhead,108366,654180
Windsor and Maidenhead,2660798,654187
Windsor and Maidenhead,2543900,654191
West Berkshire,232309,654398
West Berkshire,EY229512,654400
West Berkshire,955516,654401
West Berkshire,EY276349,654406
West Berkshire,EY475907,654411
West Berkshire,EY415395,654412
West Berkshire,300332,654413
West Berkshire,EY284971,654414
West Berkshire,EY394949,654415
West Berkshire,EY304286,654416
West Berkshire,RA001334,654421
West Berkshire,EY386711,654431
West Berkshire,EY451453,654433
West Berkshire,EY538772,654434
West Berkshire,510220,654439
West Berkshire,EY291702,654440
West Berkshire,EY488938,654447
West Berkshire,EY283805,654452
West Berkshire,EY553456,654453
West Berkshire,EY250710,654455
West Berkshire,501212,654459
West Berkshire,EY562150,654464
West Berkshire,EY474237,654465
West Berkshire,EY442884,654467
West Berkshire,EY392946,654474
West Berkshire,EY458561,654480
West Berkshire,EY547782,654486
West Berkshire,2524428,654487
West Berkshire,EY300531,654489
West Berkshire,EY559010,654490
West Berkshire,2569646,654493
West Berkshire,2758785,654495
West Berkshire,2757592,654499
West Berkshire,2515568,654505
West Berkshire,EY494849,654508
West Berkshire,2639037,654509
West Berkshire,EY558495,654510
West Berkshire,2666109,654514
West Berkshire,2680642,654517
West Berkshire,EY487416,654518
Reading,EY356795,654765
Reading,EY358682,654766
Reading,EY222982,654767
Reading,EY116997,654777
Reading,EY117025,654782
Reading,EY422245,654783
Reading,EY220911,654788
Reading,EY398994,654794
Reading,EY260897,654806
Reading,EY116920,654816
Reading,EY468187,654830
Reading,EY344539,654835
Reading,EY484423,654842
Reading,EY472384,654853
Reading,EY364470,654854
Reading,EY273244,654858
Reading,EY544236,654864
Reading,EY4701405,654865
Reading,EY451392,654867
Reading,EY340379,654869
Reading,EY559915,654870
Reading,EY559900,654872
Reading,EY375218,654881
Reading,EY473554,654887
Reading,EY339211,654889
Reading,2526282,654890
Reading,2556207,654891
Reading,EY550631,654892
Reading,EY316469,654894
Reading,117034,654895
Reading,2618816,654899
Reading,2530681,654902
Reading,2668742,654906
Reading,EY116912,654908
Reading,EY537914,654910
Reading,117003,654913
Reading,2577114,654914
Reading,116939,654915
Reading,EY471391,654920
Reading,EY259982,654921
Slough,105382,655013
Slough,EY217997,655015
Slough,EY490274,655028
Slough,EY441467,655030
Slough,EY298087,655032
Slough,EY439981,655034
Slough,EY338221,655052
Slough,EY414954,655060
Slough,EY445979,655062
Slough,105582,655071
Slough,EY554509,655089
Slough,EY557825,655092
Slough,EY384533,655094
Slough,EY361403,655097
Slough,EY561456,655099
Slough,2525663,655112
Slough,EY363987,655116
Slough,EY546803,655121
Slough,105438,655123
Slough,2568285,655124
Slough,TY0321008,655127
Slough,2594105,655128
Slough,2681764,655138
Wokingham,148456,655144
Wokingham,Ey252135,655151
Wokingham,EY318883,655152
Wokingham,EY468020 ,655157
Wokingham,EY419038,655161
Cambridgeshire,EY304503,655499
Cambridgeshire,258042,655507
Cambridgeshire,EY330790,655510
Cambridgeshire,EY430104,655511
Cambridgeshire,EY295272,655512
Cambridgeshire,222415,655514
Cambridgeshire,EY374177,655515
Cambridgeshire,222438,655518
Cambridgeshire,EY390477,655521
Cambridgeshire,EY331384,655523
Cambridgeshire,EY451155,655524
Cambridgeshire,EY459873,655527
Cambridgeshire,EY293428,655529
Cambridgeshire,222778,655538
Cambridgeshire,EY412151,655544
Cambridgeshire,EY396286,655547
Cambridgeshire,EY360675,655553
Cambridgeshire,EY405997,655554
Cambridgeshire,EY239788,655555
Cambridgeshire,222029,655560
Cambridgeshire,222735,655569
Cambridgeshire,222265,655570
Cambridgeshire,EY390511,655572
Cambridgeshire,EY317941,655573
Cambridgeshire,EY435677,655574
Cambridgeshire,EY377947,655575
Cambridgeshire,EY449013,655577
Cambridgeshire,222978,655578
Cambridgeshire,222603,655586
Cambridgeshire,EY460505,655595
Cambridgeshire,EY395378,655597
Cambridgeshire,259587,655599
Cambridgeshire,EY428372,655602
Cambridgeshire,222119,655609
Cambridgeshire,222614,655611
Cambridgeshire,EY553147,655614
Cambridgeshire,EY396167,655615
Cambridgeshire,EY296329,655618
Cambridgeshire,EY377036,655621
Cambridgeshire,EY267266,655622
Cambridgeshire,EY249308,655623
Cambridgeshire,EY467070,655624
Cambridgeshire,EY389331,655627
Cambridgeshire,EY352561,655632
Cambridgeshire,EY337237,655645
Cambridgeshire,222458,655651
Cambridgeshire,222524,655652
Cambridgeshire,EY371528,655655
Cambridgeshire,EY450019,655659
Cambridgeshire,EY438362,655661
Cambridgeshire,EY255005,655662
Cambridgeshire,EY426330,655663
Cambridgeshire,259640,655665
Cambridgeshire,EY416142,655669
Cambridgeshire,222691,655672
Cambridgeshire,EY500623,655673
Cambridgeshire,EY460387,655676
Cambridgeshire,129266,655677
Cambridgeshire,EY369056,655680
Cambridgeshire,EY446818,655699
Cambridgeshire,EY350873,655700
Cambridgeshire,EY546629,655705
Cambridgeshire,222123,655712
Cambridgeshire,EY445990,655717
Cambridgeshire,258113,655721
Cambridgeshire,EY435694,655730
Cambridgeshire,EY371134,655731
Cambridgeshire,EY488206,655732
Cambridgeshire,EY482807,655733
Cambridgeshire,EY425508,655740
Cambridgeshire,EY224582,655742
Cambridgeshire,EY381981,655748
Cambridgeshire,EY274381,655749
Cambridgeshire,EY480396,655750
Cambridgeshire,EY233805,655769
Cambridgeshire,EY102123,655770
Cambridgeshire,222865,655771
Cambridgeshire,EY469515,655772
Cambridgeshire,222804,655775
Cambridgeshire,EY403604,655780
Cambridgeshire,222038,655782
Cambridgeshire,EY390266,655784
Cambridgeshire,2701148,655798
Cambridgeshire,EY492357,655801
Cambridgeshire,EY455483,655802
Cambridgeshire,EY445257,655816
Cambridgeshire,EY536830,655822
Cambridgeshire,258090,655823
Cambridgeshire,222543,655828
Cambridgeshire,EY285290,655832
Cambridgeshire,EY500911,655835
Cambridgeshire,EY462943,655840
Cambridgeshire,EY454179,655845
Cambridgeshire,EY463885,655846
Cambridgeshire,EY474361,655847
Cambridgeshire,EY538010,655848
Cambridgeshire,2713060,655852
Cambridgeshire,EY405905,655854
Cambridgeshire,EY541007,655859
Cambridgeshire,EY431718,655860
Cambridgeshire,EY542576,655864
Cambridgeshire,EY389770,655868
Cambridgeshire,EY474018,655869
Cambridgeshire,EY349257,655878
Cambridgeshire,EY303089,655879
Cambridgeshire,EY392797,655880
Cambridgeshire,EY396952,655882
Cambridgeshire,222854,655885
Cambridgeshire,222161,655886
Cambridgeshire,EY535651,655889
Cambridgeshire,EY381272,655893
Cambridgeshire,222602,655898
Cambridgeshire,222759,655899
Cambridgeshire,EY267243,655900
Cambridgeshire,221980,655901
Cambridgeshire,EY543399,655902
Cambridgeshire,EY486816,655904
Cambridgeshire,222483,655910
Cambridgeshire,EY543790,655915
Cambridgeshire,EY484810,655916
Cambridgeshire,EY551474,655919
Cambridgeshire,EY310480,655922
Cambridgeshire,EY416222,655926
Cambridgeshire,222767,655927
Cambridgeshire,EY258698,655937
Cambridgeshire,222209,655940
Cambridgeshire,EY413379,655941
Cambridgeshire,258054,655947
Cambridgeshire,EY460104,655965
Cambridgeshire,EY553283,655968
Cambridgeshire,EY435834,655969
Cambridgeshire,EY495612,655970
Cambridgeshire,EY478980,655971
Cambridgeshire,EY474049,655978
Cambridgeshire,EY496127,655982
Cambridgeshire,EY464871,655984
Cambridgeshire,EY434189,655986
Cambridgeshire,EY441630,655997
Cambridgeshire,EY540926,656007
Cambridgeshire,EY493381,656008
Cambridgeshire,222314,656012
Cambridgeshire,EY489503,656013
Cambridgeshire,EY556422,656014
Cambridgeshire,EY490459,656018
Cambridgeshire,EY560487,656019
Cambridgeshire,EY557837,656024
Cambridgeshire,EY563708,656031
Cambridgeshire,EY543284,656033
Cambridgeshire,EY554890,656043
Cambridgeshire,2500068,656044
Cambridgeshire,EY558307,656045
Cambridgeshire,EY500208,656053
Cambridgeshire,EY555965,656064
Cambridgeshire,EY443456,656072
Cambridgeshire,EY467982,656084
Cambridgeshire,EY419828,656089
Cambridgeshire,2685831,656095
Cambridgeshire,EY553112,656096
Cambridgeshire,2506271,656099
Cambridgeshire,EY355315,656106
Cambridgeshire,EY465543,656112
Cambridgeshire,EY563497,656130
Cambridgeshire,2595737,656133
Cambridgeshire,2756958,656135
Cambridgeshire,EY480532,656136
Cambridgeshire,EY559003,656137
Cambridgeshire,2581610,656138
Cambridgeshire,2598435,656143
Cambridgeshire,2613579,656149
Cambridgeshire,2637848,656159
Cambridgeshire,222527,656160
Cambridgeshire,2622710,656162
Cambridgeshire,EY554314,656168
Cambridgeshire,2540887,656170
Cambridgeshire,2555219,656172
Cambridgeshire,2644839,656173
Cambridgeshire,2629963,656176
Cambridgeshire,2670502,656177
Cambridgeshire,2624777,656180
Cambridgeshire,2645251,656182
Cambridgeshire,2666889,656190
Cambridgeshire,2653086,656197
Cambridgeshire,2681291,656201
Cambridgeshire,2668872,656205
Cambridgeshire,2695867,656213
Cambridgeshire,2660503,656214
Cambridgeshire,EY286511,656215
Cambridgeshire,2611907,656219
Cambridgeshire,2682288,656220
Cambridgeshire,2577328,656221
Cambridgeshire,EY450370,656222
Cambridgeshire,2691597,656223
Cambridgeshire,2723846,656229
Cambridgeshire,2607293,656233
Cambridgeshire,2756624,656235
Cambridgeshire,222611,656236
Cambridgeshire,2734892,656237
Cambridgeshire,2741248,656242
Cambridgeshire,2733471,656244
Cambridgeshire,TY0223025,656245
Cambridgeshire,TY0723052,656246
Cambridgeshire,TY0423021,656248
Cambridgeshire,EY302643,656249
Cambridgeshire,2758052,656255
Cambridgeshire,2724616,656260
Cambridgeshire,2745667,656261
Peterborough,EY357323,656936
Peterborough,EY344349,656937
Peterborough,2591972,656939
Peterborough,EY257020,656946
Peterborough,257067,656949
Peterborough,EY357249,656950
Peterborough,EY262375,656951
Peterborough,EY265920,656954
Peterborough,EY239861,656956
Peterborough,256899,656958
Peterborough,355118,656959
Peterborough,EY296403,656970
Peterborough,EY466104,656989
Peterborough,EY382030,656992
Peterborough,EY427258,656994
Peterborough,2583524,656995
Peterborough,EY354425,656996
Peterborough,EY469297,657000
Peterborough,EY402687,657003
Peterborough,257025,657013
Peterborough,257111,657015
Peterborough,EY413027,657019
Peterborough,EY487968,657020
Peterborough,EY494186,657024
Peterborough,EY356978,657035
Peterborough,EY498305,657036
Peterborough,404216,657038
Peterborough,257010,657039
Peterborough,EY344053,657043
Peterborough,EY386824,657044
Peterborough,EY362255,657050
Peterborough,EY541541,657054
Peterborough,EY340311,657060
Peterborough,EY442500,657061
Peterborough,EY544887,657065
Peterborough,EY498248,657066
Peterborough,EY350287,657068
Peterborough,EY501186,657072
Peterborough,257005,657073
Peterborough,958998,657076
Peterborough,EY544384,657077
Peterborough,EY458491,657080
Peterborough,EY386278,657082
Peterborough,EY289548,657087
Peterborough,EY320450,657091
Peterborough,EY467672,657096
Peterborough,EY555668,657097
Peterborough,EY555156,657098
Peterborough,EY482951,657102
Peterborough,EY556241,657103
Peterborough,EY496464,657109
Peterborough,EY449783,657110
Peterborough,EY561857,657111
Peterborough,257021,657114
Peterborough,EY558276,657116
Peterborough,2516956,657121
Peterborough,2757536,657122
Peterborough,2520870,657123
Peterborough,EY474850,657134
Peterborough,EY2591696,657143
Peterborough,EY399380,657144
Peterborough,2523771,657146
Peterborough,EY552875,657149
Peterborough,2571612,657153
Peterborough,2630943,657156
Peterborough,EY547479,657159
Peterborough,256939,657164
Peterborough,2564719,657166
Peterborough,2731772,657167
Peterborough,2704516,657168
Peterborough,2756525,657180
Peterborough,TY1023030,657189
Halton,EY405390,657408
Halton,EY390536,657409
Halton,EY396694,657413
Halton,303333,657420
Halton,EY490405,657426
Halton,EY445011,657427
Halton,303382,657433
Halton,EY417201,657439
Halton,EY489387,657440
Halton,EY545881,657444
Halton,303357,657445
Halton,EY543821,657451
Halton,EY331167,657452
Halton,EY216563,657453
Halton,EY416242,657459
Halton,EY488346,657460
Halton,EY542159,657461
Halton,303362,657462
Halton,EY549142,657466
Halton,EY293960,657467
Halton,EY431124,657471
Halton,EY290674,657474
Halton,EY497000,657476
Halton,EY441604,657479
Halton,EY491404,657480
Halton,EY483746,657481
Halton,EY430544,657484
Halton,303356,657485
Halton,2511696,657492
Halton,EY433422,657496
Halton,2685113,657509
Halton,EY380480,657510
Halton,2691533,657511
Halton,2750183,657516
Warrington,EY422636,657634
Warrington,EY427630,657635
Warrington,314844,657636
Warrington,314886,657639
Warrington,EY282980,657644
Warrington,315084,657647
Warrington,315115,657649
Warrington,EY450639,657658
Warrington,EY411573,657659
Warrington,EY291241,657663
Warrington,315848,657671
Warrington,EY411331,657673
Warrington,EY417122,657678
Warrington,314817,657681
Warrington,EY484059,657682
Warrington,EY477545,657683
Warrington,EY317963,657685
Warrington,EY492060,657686
Warrington,EY285691,657693
Warrington,EY266868,657695
Warrington,315114,657699
Warrington,315063,657704
Warrington,EY359791,657706
Warrington,EY394625,657709
Warrington,EY246485,657710
Warrington,EY426468,657712
Warrington,EY422973,657717
Warrington,EY306455,657732
Warrington,EY550037,657736
Warrington,EY550738,657754
Warrington,EY430982,657755
Warrington,EY437345,657766
Warrington,EY485211,657767
Warrington,2525448,657769
Warrington,2549810,657771
Warrington,EY494942,657777
Warrington,2553070,657778
Warrington,EY495198,657780
Warrington,EY542639,657785
Warrington,2544186,657787
Warrington,2522263,657791
Warrington,2631413,657795
Warrington,EY314925,657799
Warrington,2689658,657802
Warrington,EY460465,657804
Warrington,2706334,657807
Warrington,314791,657810
Warrington,EY456675,657814
Devon,2675231,658012
Devon,104470,658013
Devon,154011,658021
Devon,EY440785,658028
Devon,EY101475,658029
Devon,EY347368,658032
Devon,EY427199,658039
Devon,EY447387,658044
Devon,EY416061,658059
Devon,EY358593,658062
Devon,EY365838,658063
Devon,153973,658067
Devon,EY283639,658068
Devon,EY294415,658075
Devon,EY289243,658076
Devon,154010,658079
Devon,104662,658080
Devon,104665,658081
Devon,EY367933,658084
Devon,EY217005,658085
Devon,EY392815,658086
Devon,EY359188,658087
Devon,EY370801,658088
Devon,EY346698,658091
Devon,EY233869,658096
Devon,EY302562,658101
Devon,EY401520,658105
Devon,EY259227,658108
Devon,154042,658109
Devon,EY448899,658113
Devon,EY343537,658114
Devon,EY347069,658120
Devon,104224,658121
Devon,EY453400,658125
Devon,EY392240,658126
Devon,104014,658127
Devon,104630,658139
Devon,EY413037,658147
Devon,EY101311,658156
Devon,104806,658166
Devon,EY468324,658168
Devon,EY380696,658174
Devon,EY446189,658176
Devon,104606,658183
Devon,EY401058,658185
Devon,EY378699,658189
Devon,EY475436,658196
Devon,104558,658197
Devon,EY391218,658205
Devon,104373,658209
Devon,104187,658226
Devon,EY379823,658240
Devon,EY451705,658251
Devon,EY373666,658252
Devon,EY484359,658273
Devon,EY342383,658275
Devon,EY413332,658281
Devon,EY340997,658289
Devon,EY471350,658290
Devon,EY457633,658291
Devon,EY483580,658295
Devon,EY284877,658300
Devon,EY407683,658315
Devon,104434,658316
Devon,EY488864,658327
Devon,EY488908,658328
Devon,EY481417,658331
Devon,EY363511,658349
Devon,EY391177,658351
Devon,EY493272,658367
Devon,EY290221,658369
Devon,104222,658374
Devon,EY442710,658380
Devon,EY398968,658383
Devon,EY446445,658390
Devon,EY483495,658391
Devon,EY494153,658400
Devon,EY317597,658401
Devon,EY472115,658404
Devon,EY498821,658410
Devon,EY455672,658411
Devon,EY472166,658415
Devon,EY498622,658417
Devon,104425,658422
Devon,EY309607,658427
Devon,EY426785,658428
Devon,EY488435,658429
Devon,EY476265,658434
Devon,EY537533,658446
Devon,119101,658450
Devon,104325,658489
Devon,EY466595,658490
Devon,EY306882,658500
Devon,EY500445,658504
Devon,EY501271,658508
Devon,104306,658516
Devon,EY492380,658520
Devon,EY484902,658524
Devon,EY480651,658527
Devon,EY460320,658537
Devon,EY364940,658539
Devon,EY337126,658546
Devon,EY458147,658547
Devon,104742,658550
Devon,EY372901,658563
Devon,EY550964,658578
Devon,EY551079,658599
Devon,EY554085,658618
Devon,EY454055,658620
Devon,161714,658622
Devon,EY438253,658624
Devon,EY467555,658640
Devon,EY340288,658642
Devon,EY265994,658646
Devon,EY492464,658651
Devon,EY549367,658656
Devon,EY556169,658657
Devon,EY541268,658668
Devon,EY559001,658669
Devon,EY556791,658670
Devon,EY562546,658672
Devon,EY561955,658675
Devon,EY560698,658680
Devon,EY563574,658685
Devon,EY563098,658689
Devon,EY418176,658692
Devon,EY561701,658693
Devon,EY293326,658695
Devon,EY494776,658709
Devon,2501457,658712
Devon,2524538,658714
Devon,2514305,658723
Devon,104374,658726
Devon,EY550421,658727
Devon,2521708,658730
Devon,2539826,658733
Devon,2572000,658738
Devon,EY559264,658739
Devon,2725659,658748
Devon,2537348,658750
Devon,EY548756,658751
Devon,2531112,658752
Devon,2568703,658757
Devon,EY359241,658760
Devon,2571407,658761
Devon,2573063,658767
Devon,EY553920,658768
Devon,2574340,658771
Devon,2568879,658773
Devon,2580606,658774
Devon,EY543649,658776
Devon,2583171,658778
Devon,2591371,658784
Devon,2585224,658787
Devon,SCA170091,658792
Devon,2599841,658793
Devon,2593236,658798
Devon,2623084,658801
Devon,EY553278,658803
Devon,2521796,658805
Devon,104362,658813
Devon,EY278895,658815
Devon,2586428,658823
Devon,2644224,658825
Devon,2567622,658835
Devon,2650926,658838
Devon,2685916,658846
Devon,2675829,658849
Devon,TY0822015,658856
Devon,EY491286,658861
Devon,2694812,658865
Devon,2683902,658867
Devon,2704294,658868
Devon,2714317,658869
Devon,2733052,658871
Devon,2739683,658872
Devon,2692744,658874
Devon,2746831,658875
Devon,2743407,658878
Devon,2647561,658880
Plymouth,EY318842,659913
Plymouth,EY393621,659915
Plymouth,EY446916,659928
Plymouth,EY437340,659930
Plymouth,EY268560,659938
Plymouth,EY483528,659952
Plymouth,EY251254,659957
Plymouth,117318,659963
Plymouth,EY476537,659989
Plymouth,EY493319,660010
Plymouth,EY558371,660040
Plymouth,117274,660043
Plymouth,EY549355,660067
Plymouth,EY497383,660081
Plymouth,2617326,660082
Plymouth,2600979,660084
Plymouth,2634990,660085
Plymouth,2648372,660086
Plymouth,2640114,660091
Plymouth,EY448467,660092
Plymouth,2690199,660100
Torbay,EY441605,660396
Torbay,EY236110,660397
Torbay,EY253786,660399
Torbay,EY450571,660405
Torbay,151395,660415
Torbay,EY416108,660426
Torbay,EY314319,660447
Torbay,EY480229,660450
Torbay,EY367360,660453
Torbay,EY461801,660456
Torbay,EY541157,660461
Torbay,EY497270,660465
Torbay,EY498400,660466
Torbay,EY494244,660469
Torbay,EY546146,660471
Torbay,EY388102,660473
Torbay,EY538677,660475
Torbay,EY552522,660481
Torbay,EY540899,660483
Torbay,EY552807,660485
Torbay,EY556965,660489
Torbay,EY535904,660491
Torbay,EY473477,660492
Torbay,EY562199,660493
Torbay,2513581,660496
Torbay,EY554060,660499
Torbay,2536579,660500
Torbay,2580617,660501
Torbay,2570113,660503
Torbay,2602637,660504
Torbay,EY376616,660506
Torbay,2636125,660507
Torbay,CA000038,660520
Torbay,2526297,660560
Essex,EY412946,660587
Essex,EY461203,660589
Essex,2526269,660596
Essex,EY428557,660610
Essex,EY416943,660621
Essex,EY394472,660627
Essex,EY412565,660630
Essex,EY448311,660638
Essex,EY415280,660640
Essex,EY431801,660641
Essex,201860,660642
Essex,EY299266,660643
Essex,EY331601,660644
Essex,EY415121,660651
Essex,EY446157,660654
Essex,EY415402,660657
Essex,EY462280,660668
Essex,EY221627,660669
Essex,EY420625,660672
Essex,EY344855,660677
Essex,EY433348,660681
Essex,EY394392,660687
Essex,EY431729,660696
Essex,EY348919,660703
Essex,202264,660711
Essex,560187,660717
Essex,EY225721,660724
Essex,EY389513,660729
Essex,EY428763,660732
Essex,EY441330,660733
Essex,EY367400,660738
Essex,EY450283,660739
Essex,EY424370,660741
Essex,202479,660743
Essex,EY367601,660747
Essex,EY459716,660748
Essex,EY348693,660754
Essex,201979,660759
Essex,201836,660761
Essex,EY357082,660766
Essex,EY412929,660768
Essex,EY286374,660774
Essex,EY372123,660777
Essex,EY246463,660781
Essex,EY304116,660785
Essex,560115,660791
Essex,EY333452,660795
Essex,EY377407,660805
Essex,EY347774,660806
Essex,EY276316,660810
Essex,EY475303,660811
Essex,EY229509,660817
Essex,EY309458,660818
Essex,EY447445,660821
Essex,EY475071,660822
Essex,EY399443,660825
Essex,EY410064,660829
Essex,202805,660832
Essex,EY359627,660839
Essex,EY450363,660849
Essex,EY365104,660856
Essex,EY340673,660858
Essex,EY334433,660861
Essex,EY286143,660867
Essex,EY482398,660868
Essex,EY480907,660875
Essex,EY430451,660876
Essex,EY334179,660881
Essex,EY457899,660882
Essex,EY394974,660886
Essex,404136,660890
Essex,203172,660892
Essex,EY437727,660896
Essex,EY297754,660914
Essex,EY412360,660918
Essex,EY375158,660924
Essex,EY489566,660926
Essex,EY358641,660929
Essex,EY222981,660931
Essex,590095,660935
Essex,203229,660936
Essex,EY267843,660938
Essex,EY482278,660939
Essex,EY484840,660943
Essex,EY452980,660945
Essex,EY483053,660966
Essex,EY480923,660970
Essex,202240,660971
Essex,560080,660976
Essex,EY453486,660983
Essex,EY480288,660986
Essex,EY493527,660989
Essex,EY428879,661003
Essex,EY464076,661007
Essex,202289,661010
Essex,EY406270,661012
Essex,EY103696,661017
Essex,EY497672,661022
Essex,EY337778,661029
Essex,EY340215,661035
Essex,590132,661042
Essex,EY292992,661043
Essex,EY493166,661045
Essex,EY336038,661047
Essex,EY498930,661055
Essex,EY498324,661061
Essex,203081,661063
Essex,EY499980,661065
Essex,EY371370,661069
Essex,EY497704,661070
Essex,EY347622,661073
Essex,EY298951,661074
Essex,EY490455,661076
Essex,EY337718,661081
Essex,EY500202,661083
Essex,EY384703,661088
Essex,EY303311,661090
Essex,EY499057,661092
Essex,EY357564,661099
Essex,EY492141,661100
Essex,EY493250,661104
Essex,EY434948,661106
Essex,EY501092,661108
Essex,EY347685,661110
Essex,EY538032,661115
Essex,141145,661117
Essex,EY360791,661122
Essex,EY452951,661123
Essex,EY412236,661125
Essex,EY409175,661128
Essex,EY489144,661135
Essex,EY429727,661140
Essex,EY539228,661143
Essex,560173,661149
Essex,EY468567,661154
Essex,EY463051,661161
Essex,EY467163,661162
Essex,590192,661165
Essex,EY476701,661172
Essex,EY344089,661173
Essex,EY536810,661181
Essex,EY542630,661183
Essex,EY539466,661191
Essex,203255,661193
Essex,EY319826,661195
Essex,EY546581,661198
Essex,EY491061,661203
Essex,EY252764,661210
Essex,EY417003,661213
Essex,404452,661215
Essex,EY486837,661217
Essex,EY547885,661223
Essex,EY540948,661225
Essex,EY486139,661226
Essex,EY549160,661227
Essex,EY490083,661230
Essex,EY439437,661232
Essex,506231,661234
Essex,EY492685,661240
Essex,EY462634,661251
Essex,EY305332,661253
Essex,EY450753,661257
Essex,EY549404,661258
Essex,EY231058,661262
Essex,EY488356,661267
Essex,EY543731,661268
Essex,EY442944,661273
Essex,EY550894,661278
Essex,EY498614,661279
Essex,EY537476,661284
Essex,EY441019,661285
Essex,EY239195,661286
Essex,EY429049,661299
Essex,EY554383,661300
Essex,560137,661303
Essex,EY553683,661305
Essex,EY556317,661317
Essex,EY399483,661318
Essex,EY489023,661319
Essex,EY556367,661320
Essex,EY103441,661329
Essex,EY541239,661331
Essex,EY543418,661332
Essex,EY311760,661336
Essex,EY416264,661340
Essex,EY543736,661341
Essex,EY357794,661359
Essex,EY494076,661361
Essex,EY417153,661366
Essex,EY557176,661368
Essex,EY559506,661378
Essex,EY558560,661379
Essex,EY370295,661390
Essex,EY492627,661391
Essex,EY402100,661393
Essex,661399,661399
Essex,EY559901,661410
Essex,EY490568,661413
Essex,EY559131,661418
Essex,EY451464,661424
Essex,2756942,661425
Essex,404420,661427
Essex,EY461722,661436
Essex,EY498514,661441
Essex,EY357396,661445
Essex,EY559201,661447
Essex,2757511,661451
Essex,EY559436,661454
Essex,EY558299,661459
Essex,EY487753,661463
Essex,404173,661485
Essex,2508940,661486
Essex,EY561034,661487
Essex,2526095,661488
Essex,EY546385,661514
Essex,EY330433,661518
Essex,EY494978,661520
Essex,EY544765,661525
Essex,2540052,661526
Essex,590215,661533
Essex,EY542538,661535
Essex,EY540309,661536
Essex,2549354,661537
Essex,EY556742,661545
Essex,2522602,661548
Essex,EY562573,661549
Essex,2562781,661550
Essex,2566132,661551
Essex,2500103,661553
Newham,EY397506,661570
Southend-on-Sea,EY352734,663731
Southend-on-Sea,EY413388,663734
Southend-on-Sea,EY379847,663736
Southend-on-Sea,EY412743,663737
Southend-on-Sea,EY265657,663738
Southend-on-Sea,EY405722,663741
Southend-on-Sea,EY217880,663746
Southend-on-Sea,EY408456,663749
Southend-on-Sea,EY262927,663753
Southend-on-Sea,EY382864,663754
Southend-on-Sea,EY459619,663756
Southend-on-Sea,119426,663760
Southend-on-Sea,119437,663763
Southend-on-Sea,EY432013,663765
Southend-on-Sea,EY385030,663766
Southend-on-Sea,EY307330,663767
Southend-on-Sea,EY452015,663770
Southend-on-Sea,EY419297,663772
Southend-on-Sea,EY382265,663783
Southend-on-Sea,119405,663790
Southend-on-Sea,119404,663791
Southend-on-Sea,119415,663792
Southend-on-Sea,EY265492,663793
Southend-on-Sea,EY313641,663794
Southend-on-Sea,EY246825,663795
Southend-on-Sea,EY483135,663801
Southend-on-Sea,EY426298,663802
Southend-on-Sea,EY347227,663808
Southend-on-Sea,199331,663815
Southend-on-Sea,EY536718,663823
Southend-on-Sea,EY331300,663826
Southend-on-Sea,EY331475,663829
Southend-on-Sea,EY306574,663833
Southend-on-Sea,EY548069,663836
Southend-on-Sea,EY545436,663839
Southend-on-Sea,EY545970,663846
Southend-on-Sea,EY557467,663854
Southend-on-Sea,EY558310,663856
Southend-on-Sea,EY423040,663858
Southend-on-Sea,EY561516,663860
